from.x,from.y,from.z,to.x,to.y,to.z,close.x,close.y,close.z,closest_loop_distance,candidate_loop_distance,id_from,id_to,guess_nr,CFEAR,coral,odom-bounds,sc-sim,DerivedMiniClosure - MiniClosure_enabled,DerivedMiniClosure - max_d_close_,DerivedMiniClosure - max_d_travel_,DerivedMiniClosure - min_d_travel_,GTVicinity - GTVicinity_enabled,GTVicinity - max_d_close_,GTVicinity - max_d_travel_,GTVicinity - min_d_travel_,SC - NUM_CANDIDATES_FROM_TREE,SC - N_CANDIDATES,SC - PC_NUM_RING,SC - PC_NUM_SECTORS,SC - SC_DIST_THRES,SC - SEARCH_RATIO,SC - augment_sc,SC - desc_plot,SC - interpolation,SC - normalize,SC - odom_sigma_error,SC - odometry_coupled_closure,SC - prints,SC - radar_threshold,Scan Context - N_aggregate,Scan Context - SCClosure_enabled,Scan Context - raw_scan_context,data_dir,idx_halt,odom_sigma_error,registration_disabled,training_data_dir,verification_disabled,verify_via_odometry
321.383,-115.946,0,326.393,-22.3524,0,332.721,-95.5629,0,23.3244,93.7275,242,189,0,0.000000,0.000000,0.954769,1.747895,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
320.041,-116.823,0,325.883,-16.4265,0,332.838,-97.7787,0,22.9446,100.567,243,186,0,0.000000,0.000000,0.954737,1.731385,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
318.633,-117.669,0,326.23,-20.439,0,332.783,-99.4928,0,23.0348,97.5261,244,188,0,0.000000,0.000000,0.955539,1.724583,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
317.185,-118.463,0,326.23,-20.439,0,332.52,-101.395,0,22.9449,98.4404,245,188,0,0.000000,0.000000,0.956015,1.711962,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
315.681,-119.214,0,327.982,-40.067,0,331.963,-103.472,0,22.6482,80.0976,246,199,0,0.000000,0.000000,0.958411,1.713056,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
314.146,-119.918,0,332.554,-93.7077,0,331.139,-105.481,0,22.2982,32.0288,247,230,0,0.000000,0.000000,0.967263,1.730697,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
312.58,-120.587,0,326.23,-20.439,0,330.066,-107.401,0,21.9006,101.074,248,188,0,0.000000,0.000000,0.957547,1.694634,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
310.974,-121.235,0,324.97,-113.179,0,328.671,-109.341,0,21.3226,16.1497,249,240,0,0.000000,0.000000,0.974362,1.699756,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
309.344,-121.874,0,324.97,-113.179,0,326.974,-111.27,0,20.5733,17.8825,250,240,0,0.000000,0.000000,0.972152,1.699436,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
307.693,-122.513,0,326.974,-111.27,0,324.97,-113.179,0,19.6379,22.3199,251,239,0,0.000000,0.000000,0.968049,1.706807,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
306.032,-123.151,0,320.041,-116.823,0,322.656,-115.039,0,18.4979,15.3726,252,243,0,0.000000,0.000000,0.975216,1.729694,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
304.347,-123.799,0,308.126,49.357,0,321.383,-115.946,0,18.7586,173.197,253,145,0,0.000000,0.000000,0.961626,1.747659,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
302.62,-124.463,0,21.1855,-0.514743,0,320.041,-116.823,0,19.0224,307.52,254,12,0,0.000000,0.000000,0.978833,1.720711,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
300.853,-125.141,0,318.456,47.634,0,318.633,-117.669,0,19.2865,173.669,255,153,0,0.000000,0.000000,0.957571,1.733014,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
299.051,-125.833,0,326.974,-111.27,0,317.185,-118.463,0,19.5753,31.4931,256,239,0,0.000000,0.000000,0.962612,1.742608,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
297.215,-126.541,0,330.026,-62.3809,0,315.681,-119.214,0,19.866,72.0631,257,212,0,0.000000,0.000000,0.965439,1.728629,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
295.348,-127.268,0,19.5571,-0.474538,0,314.146,-119.918,0,20.184,303.541,258,11,0,0.000000,0.000000,0.980114,1.715089,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
293.461,-128.007,0,312.741,50.0629,0,312.58,-120.587,0,20.5087,179.111,259,147,0,0.000000,0.000000,0.961470,1.723843,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
291.543,-128.762,0,307.693,-122.513,0,310.974,-121.235,0,20.8376,17.3166,260,251,0,0.000000,0.000000,0.972276,1.706844,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
289.594,-129.531,0,307.693,-122.513,0,309.344,-121.874,0,21.1824,19.4116,261,251,0,0.000000,0.000000,0.969822,1.711583,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
287.619,-130.31,0,307.693,-122.513,0,307.693,-122.513,0,21.5351,21.5351,262,251,0,0.000000,0.000000,0.967775,1.715297,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
285.615,-131.102,0,306.032,-123.151,0,306.032,-123.151,0,21.9095,21.9095,263,252,0,0.000000,0.000000,0.967436,1.760395,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
283.573,-131.908,0,273.652,36.1479,0,304.347,-123.799,0,22.3006,168.348,264,126,0,0.000000,0.000000,0.978359,1.764505,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
281.505,-132.72,0,326.849,-27.7946,0,302.62,-124.463,0,22.6726,114.304,265,192,0,0.000000,0.000000,0.964608,1.735527,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
279.402,-133.542,0,315.681,-119.214,0,300.853,-125.141,0,23.0372,39.0056,266,246,0,0.000000,0.000000,0.958722,1.751734,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
277.266,-134.379,0,275.814,36.9032,0,299.051,-125.833,0,23.4003,171.288,267,127,0,0.000000,0.000000,0.978395,1.757552,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
275.107,-135.224,0,275.814,36.9032,0,297.215,-126.541,0,23.752,172.128,268,127,0,0.000000,0.000000,0.978576,1.760673,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
272.938,-136.072,0,315.681,-119.214,0,295.348,-127.268,0,24.0769,45.9468,269,246,0,0.000000,0.000000,0.956884,1.727714,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
270.761,-136.927,0,273.652,36.1479,0,293.461,-128.007,0,24.3897,173.099,270,126,0,0.000000,0.000000,0.979409,1.750449,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
268.574,-137.796,0,310.974,-121.235,0,291.543,-128.762,0,24.6815,45.5189,271,249,0,0.000000,0.000000,0.956942,1.700851,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
266.381,-138.678,0,275.814,36.9032,0,289.594,-129.531,0,24.9507,175.834,272,127,0,0.000000,0.000000,0.979174,1.760785,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
264.177,-139.575,0,318.633,-117.669,0,287.619,-130.31,0,25.2059,58.6965,273,244,0,0.000000,0.000000,0.954672,1.716544,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
261.975,-140.486,0,310.974,-121.235,0,285.615,-131.102,0,25.4355,52.6453,274,249,0,0.000000,0.000000,0.955499,1.687269,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
259.759,-141.424,0,310.974,-121.235,0,283.573,-131.908,0,25.6453,55.0507,275,249,0,0.000000,0.000000,0.955108,1.697201,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
257.551,-142.38,0,332.255,-90.3929,0,281.505,-132.72,0,25.8283,91.0128,276,228,0,0.000000,0.000000,0.959883,1.714508,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
255.349,-143.358,0,309.344,-121.874,0,279.402,-133.542,0,25.9788,58.1124,277,250,0,0.000000,0.000000,0.954634,1.694069,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
253.144,-144.363,0,287.619,-130.31,0,277.266,-134.379,0,26.1066,37.2286,278,262,0,0.000000,0.000000,0.959182,1.696207,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
250.951,-145.392,0,331.95,-86.7245,0,275.107,-135.224,0,26.2093,100.014,279,226,0,0.000000,0.000000,0.960257,1.711028,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
248.722,-146.465,0,283.573,-131.908,0,272.938,-136.072,0,26.3522,37.7691,280,264,0,0.000000,0.000000,0.958994,1.692523,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
246.566,-147.524,0,283.573,-131.908,0,270.761,-136.927,0,26.4134,40.1668,281,264,0,0.000000,0.000000,0.958262,1.669652,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
244.383,-148.621,0,279.402,-133.542,0,268.574,-137.796,0,26.5029,38.1275,282,266,0,0.000000,0.000000,0.958880,1.667436,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
242.2,-149.751,0,261.975,-140.486,0,266.381,-138.678,0,26.5955,21.8373,283,274,0,0.000000,0.000000,0.967439,1.650911,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
240.024,-150.91,0,259.759,-141.424,0,264.177,-139.575,0,26.6814,21.8966,284,275,0,0.000000,0.000000,0.967397,1.636914,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
237.87,-152.091,0,268.574,-137.796,0,261.975,-140.486,0,26.7526,33.8689,285,271,0,0.000000,0.000000,0.960368,1.747425,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
235.727,-153.301,0,272.938,-136.072,0,259.759,-141.424,0,26.8066,41.0064,286,269,0,0.000000,0.000000,0.958071,1.644207,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
233.598,-154.549,0,236.684,24.25,0,257.551,-142.38,0,26.8671,178.825,287,110,0,0.000000,0.000000,0.986848,1.746351,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
231.477,-155.834,0,236.684,24.25,0,255.349,-143.358,0,26.9361,180.16,288,110,0,0.000000,0.000000,0.986842,1.728270,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
229.366,-157.156,0,259.759,-141.424,0,253.144,-144.363,0,27.0011,34.2226,289,275,0,0.000000,0.000000,0.960315,1.633905,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
227.272,-158.511,0,312.58,-120.587,0,250.951,-145.392,0,27.07,93.3578,290,248,0,0.000000,0.000000,0.951595,1.766076,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
225.194,-159.897,0,310.974,-121.235,0,248.722,-146.465,0,27.0923,94.09,291,249,0,0.000000,0.000000,0.951575,1.737234,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
223.128,-161.313,0,331.963,-103.472,0,246.566,-147.524,0,27.193,123.25,292,235,0,0.000000,0.000000,0.952184,1.732265,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
221.071,-162.758,0,308.126,49.357,0,244.383,-148.621,0,27.2635,229.285,293,145,0,0.000000,0.000000,0.968509,1.706437,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
219.021,-164.235,0,331.139,-105.481,0,242.2,-149.751,0,27.3324,126.581,294,236,0,0.000000,0.000000,0.951554,1.744231,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
216.987,-165.737,0,255.349,-143.358,0,240.024,-150.91,0,27.3957,44.4127,295,277,0,0.000000,0.000000,0.957354,1.578549,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
214.986,-167.25,0,253.144,-144.363,0,237.87,-152.091,0,27.4491,44.4956,296,278,0,0.000000,0.000000,0.957339,1.597607,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
